;sentence;lemmatized_spaCy;pos tags spaCy;noun chunks spaCy;lemmatized_NLTK;pos tags NLTK;noun chunks NLTK;lemmatized_TreeTagger;pos tags TreeTagger;noun chunks TreeTagger
55;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Begründung für die Bewertung eines Nachweis-Items eines Sicherungsprojekts zu spezifizieren.
";"('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Begründung', 'Begründung')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')";"('Begründung', ' Begründung')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Bewertung', ' Bewertung')";"('muss', 'müssen')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Bewertung eines Nachweis-Items eines Sicherungsprojekts', 'Bewertung ein Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('bieten', 'VB')
('spezifizieren', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Bewertung eines Nachweis-Items eines Sicherungsprojekts', 'Bewertung einen Nachweis Item einen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Begründung', 'Begründung')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Begründung', 'Begründung')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Begründung', 'Begründung')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
56;"Wenn ein Nachweis-Item eines Sicherungsprojekts mit anderen Nachweis-Items des Projekts über einen Nachweisrückverfolgbarkeitslink verbunden ist, muss die OPENCOSS-Plattform den Nutzer über die mögliche Abhängigkeit der Bewertung des Nachweis-Items von der Bewertung der anderen Nachweis-Items informieren.
";"('anderen', 'ander')
('verbunden', 'verbinden')
('muss', 'muss')
('mögliche', 'möglich')
('informieren', 'informieren')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Nachweis-Items', 'Nachweis-Items')
('Projekts', 'Projekt')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('mögliche Abhängigkeit', 'möglich Abhängigkeit')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis-Items')
('Bewertung', 'Bewertung')
('anderen Nachweis-Items', 'ander Nachweis-Items')";"('anderen', 'ADJ')
('verbunden', 'VERB')
('muss', 'VERB')
('mögliche', 'ADJ')
('informieren', 'VERB')";"('Nachweis-Item', ' Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('anderen Nachweis-Items', 'anderen Nachweis Item')
('Nachweisrückverfolgbarkeitslink', ' Nachweisrückverfolgbarkeitslink')
('Nachweis-Items', 'Nachweis Item')
('mögliche Abhängigkeit', 'mögliche Abhängigkeit')
('Bewertung', ' Bewertung')
('Projekts', ' Projekt')";"('anderen', 'ander')
('ist', 'sein')
('mögliche', 'möglich')
('informieren', 'informieren')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item ein Sicherungsprojekts')
('anderen Nachweis-Items', 'ander Nachweis-Items')
('OPENCOSS-Plattform den Nutzer', 'Opencoss-Plattform den Nutzer')
('mögliche Abhängigkeit', 'möglich Abhängigkeit')
('anderen Nachweis-Items', 'ander Nachweis-Items')";"('anderen', 'JJ')
('ist', 'VB')
('mögliche', 'JJ')
('anderen', 'JJ')
('informieren', 'VB')";"('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item einen Sicherung Projekt')
('anderen Nachweis-Items', 'ander Nachweis Item')
('OPENCOSS-Plattform den Nutzer', 'Opencoss Plattform der Nutzer')
('mögliche Abhängigkeit', 'möglich Abhängigkeit')";"('anderen', 'andere')
('verbunden', 'verbinden')
('ist', 'sein')
('muss', 'müssen')
('mögliche', 'möglich')
('informieren', 'informieren')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Projekts', 'Projekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis-Items')
('anderen Nachweis-Items', 'andere Nachweis-Items')";"('andere', 'ADJ')
('möglich', 'ADJ')
('andere', 'ADJ')";"('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Projekts', 'Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis Item')
('anderen Nachweis-Items', 'andere Nachweis Item')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Projekts', 'Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis Item')
('anderen Nachweis-Items', 'andere Nachweis Item')"
57;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Kriterien für die Bewertung der Nachweis-Items eines Sicherungsprojekts zu definieren.
";"('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Kriterien', 'Kriterium')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')";"('Kriterien', ' Kriterium')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Bewertung', ' Bewertung')";"('muss', 'müssen')
('bieten', 'biet')
('definieren', 'definieren')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('bieten', 'VB')
('definieren', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item einen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('definieren', 'definieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Kriterien', 'Kriterium')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Kriterien', 'Kriterium')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Kriterien', 'Kriterium')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
58;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Kriterien für die Bewertung der Nachweis-Items eines Sicherungsprojekts zu ändern.
";"('muss', 'muss')
('bieten', 'bieten')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Kriterien', 'Kriterium')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')";"('Kriterien', ' Kriterium')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Bewertung', ' Bewertung')";"('muss', 'müssen')
('bieten', 'biet')
('ändern', 'ändern')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('bieten', 'VB')
('ändern', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item einen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Kriterien', 'Kriterium')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Kriterien', 'Kriterium')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Kriterien', 'Kriterium')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
59;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Projekts nach den Bewertungskriterien von Nachweis-Items aus anderen Sicherungsprojekten zu bewerten.
";"('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('bewerten', 'bewerten')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')
('Projekts', 'Projekt')
('Bewertungskriterien', 'Bewertungskriterien')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekten', 'Sicherungsprojekten')";"('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('bewerten', 'VERB')";"('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Sicherungsprojekten', 'Sicherung Projekt')
('Bewertungskriterien', 'Bewertung Kriterium')
('Projekts', ' Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('anderen', 'ander')
('bewerten', 'bewerten')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Projekts', 'Nachweis-Items ein Projekts')
('den Bewertungskriterien', 'den Bewertungskriterien')
('anderen Sicherungsprojekten', 'ander Sicherungsprojekten')";"('muss', 'VB')
('bieten', 'VB')
('anderen', 'JJ')
('bewerten', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Projekts', 'Nachweis Item einen Projekt')
('den Bewertungskriterien', 'der Bewertung Kriterium')
('anderen Sicherungsprojekten', 'ander Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('anderen', 'andere')
('bewerten', 'bewerten')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')
('Projekts', 'Projekt')";('andere', 'ADJ');"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Projekts', 'Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Projekts', 'Projekt')"
60;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Bewertungskategorien für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts zu definieren.
";"('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertungskategorien', 'Bewertungskategorien')
('Bewertungskriterien', 'Bewertungskriterien')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')";"('Bewertungskategorien', 'Bewertung Kategorie')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Bewertungskriterien', 'Bewertung Kriterium')";"('muss', 'müssen')
('bieten', 'biet')
('definieren', 'definieren')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('bieten', 'VB')
('definieren', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item einen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('definieren', 'definieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertungskategorien', 'Bewertungskategorien')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertungskategorien', 'Bewertung Kategorie')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertungskategorien', 'Bewertung Kategorie')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
61;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts definierten Bewertungskategorien zu ändern.
";"('muss', 'muss')
('bieten', 'bieten')
('definierten', 'definieren')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertungskriterien', 'Bewertungskriterien')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')
('für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts definierten Bewertungskategorien', 'für der Bewertungskriterien der Nachweis-Items ein Sicherungsprojekts definieren Bewertungskategorien')";"('muss', 'VERB')
('bieten', 'VERB')
('definierten', 'ADJ')
('ändern', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts definierten Bewertungskategorien', 'für die Bewertung Kriterien der Nachweis Items eine Sicherung Projekt definierten Bewertung Kategorie')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Bewertungskriterien', 'Bewertung Kriterium')";"('muss', 'müssen')
('bieten', 'bieten')
('definierten', 'definiert')
('ändern', 'ändern')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts definierten Bewertungskategorien', 'Nachweis-Items ein Sicherungsprojekts definiert Bewertungskategorien')";"('muss', 'VB')
('bieten', 'VB')
('definierten', 'JJ')
('ändern', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts definierten Bewertungskategorien', 'Nachweis Item einen Sicherung Projekt definieren Bewertung Kategorie')";"('muss', 'müssen')
('bieten', 'bieten')
('definierten', 'definiert')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')
('definierten Bewertungskategorien', 'definiert Bewertungskategorien')";('definiert', 'ADJ');"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('definierten Bewertungskategorien', 'definiert Bewertung Kategorie')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('definierten Bewertungskategorien', 'definiert Bewertung Kategorie')"
62;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Naschweis-Items eines Sicherungsprojekts mit Bewertungskategorien für die in anderen Projekten definierten Bewertungskriterien zu bewerten.
";"('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('definierten', 'definieren')
('bewerten', 'bewerten')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Naschweis-Items', 'Naschweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Bewertungskategorien', 'Bewertungskategorien')
('Projekten', 'Projekt')
('in anderen Projekten definierten Bewertungskriterien', 'in ander Projekt definieren Bewertungskriterien')";"('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('definierten', 'ADJ')
('bewerten', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('Bewertungskategorien', 'Bewertung Kategorie')
('in anderen Projekten definierten Bewertungskriterien', 'in anderen Projekten definierten Bewertung Kriterium')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Naschweis-Items', 'Naschweis Item')
('Möglichkeit', ' Möglichkeit')
('Projekten', ' Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('anderen', 'ander')
('definierten', 'definiert')
('bewerten', 'bewerten')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Naschweis-Items eines Sicherungsprojekts', 'Naschweis-Items ein Sicherungsprojekts')
('anderen Projekten definierten Bewertungskriterien', 'ander Projekten definiert Bewertungskriterien')";"('muss', 'VB')
('bieten', 'VB')
('anderen', 'JJ')
('definierten', 'JJ')
('bewerten', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Naschweis-Items eines Sicherungsprojekts', 'Naschweis Item einen Sicherung Projekt')
('anderen Projekten definierten Bewertungskriterien', 'ander Projekt definieren Bewertung Kriterium')";"('muss', 'müssen')
('bieten', 'bieten')
('anderen', 'andere')
('definierten', 'definiert')
('bewerten', 'bewerten')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Naschweis-Items', 'Naschweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')
('definierten Bewertungskriterien', 'definiert Bewertungskriterium')";"('andere', 'ADJ')
('definiert', 'ADJ')";"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Naschweis-Items', 'Naschweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('definierten Bewertungskriterien', 'definiert Bewertung Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Naschweis-Items', 'Naschweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('definierten Bewertungskriterien', 'definiert Bewertung Kriterium')"
63;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Bewertung der Nachweis-Items eines Sicherungsprojekts bei Verfolgung der Änderungshistorie zu ändern.
";"('muss', 'muss')
('bieten', 'bieten')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Verfolgung', 'Verfolgung')
('Änderungshistorie', 'Änderungshistorie')";"('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')";"('Verfolgung', ' Verfolgung')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderungshistorie', 'Änderung Historie')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Bewertung', ' Bewertung')";"('muss', 'müssen')
('bieten', 'bieten')
('ändern', 'ändern')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('bieten', 'VB')
('ändern', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item einen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Änderungshistorie', 'Änderungshistorie')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Änderungshistorie', 'Änderung Historie')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Änderungshistorie', 'Änderung Historie')"
64;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Aktionen, die für den Nachweisbeleg eines Sicherungsprojekts benötigt werden, als Ergebnis der Nachweisbewertung zu spezifizieren.
";"('muss', 'muss')
('bieten', 'bieten')
('benötigt', 'benötigen')
('spezifizieren', 'spezifizieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Aktionen', 'Aktion')
('Nachweisbeleg', 'Nachweisbeleg')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Ergebnis', 'Ergebnis')
('Nachweisbewertung', 'Nachweisbewertung')";"('muss', 'VERB')
('bieten', 'VERB')
('benötigt', 'VERB')
('spezifizieren', 'VERB')";"('Aktionen', ' Aktion')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Möglichkeit', ' Möglichkeit')
('Nachweisbewertung', 'Nachweis Bewertung')
('Nachweisbeleg', ' Nachweisbeleg')
('Ergebnis', ' Ergebnis')";"('muss', 'müssen')
('bieten', 'bieten')
('werden', 'werden')
('spezifizieren', 'spezifizieren')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('den Nachweisbeleg eines Sicherungsprojekts', 'den Nachweisbeleg ein Sicherungsprojekts')";"('muss', 'VB')
('bieten', 'VB')
('werden', 'VB')
('spezifizieren', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('den Nachweisbeleg eines Sicherungsprojekts', 'der Nachweisbeleg einen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('benötigt', 'benötigen')
('werden', 'werden')
('spezifizieren', 'spezifizieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Aktionen', 'Aktion')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Ergebnis', 'Ergebnis')
('Nachweisbewertung', 'Nachweisbewertung')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Aktionen', 'Aktion')
('Sicherungsprojekts', 'Sicherung Projekt')
('Ergebnis', 'Ergebnis')
('Nachweisbewertung', 'Nachweis Bewertung')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Aktionen', 'Aktion')
('Sicherungsprojekts', 'Sicherung Projekt')
('Ergebnis', 'Ergebnis')
('Nachweisbewertung', 'Nachweis Bewertung')"
