,sentence,lemmatized,pos tags,noun chunks
27,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Nachweis-Items eines Sicherungsprojekts in die Baumstruktur, zur Anzeige der Nachweis-Items eines Projekts, aufzunehmen.","('muss', 'muss')
('Möglichkeit', 'Möglichkeit')
('Nuzter', 'Nutzer')
('Nachweis-Items', 'Nachweis-Item')
('Baumstruktur', 'Baumstruktur')
('Projekts', 'Projekt')
('Anzeige', 'Anzeige')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('aufzunehmen', 'aufnehmen')
('Nutzer', 'Nutzer')
('Baumstruktur', 'Baumstruktur')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('aufzunehmen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Anzeige', 'Anzeige')
('Nachweis-Items', 'Nachweis Item')
('Nachweis-Items eines Projekts', 'Nachweis Item ein Projekt')
('Nutzer', 'Nutzer')
('Projekts', 'Projekt')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Baumstruktur', 'Baum Struktur')"
28,"Wenn ein Nachweis-Charakterisierungsmodell für ein Sicherungsprojekts ausgewählt wurde, die Nachweis-Items des Projekts mit Nachweisarten verknüpft sind und die Nachweisarten für die Definition von Zwischenknoten der Baumansicht, zur Anzeige der Nachweis-Items des Projekts, verwendet wurden, muss die OPENCOSS-Plattform die Nachweis-Items des Projekts automatisch in die Knoten der Baumansicht ihrer verknüpften Nachweisarten aufnehmen.","('ausgewählt', 'auswählen')
('Projekts', 'Projekt')
('Nachweisarten', 'Nachweisart')
('Nachweis-Items', 'Nachweis-Item')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('verknüpft', 'verknüpft')
('verwendet', 'verwenden')
('muss', 'muss')
('automatisch', 'automatisch')
('verknüpften', 'verknüpfen')
('aufnehmen', 'aufnehmen')
('Zwischenknoten', 'Zwischenknote')
('Definition', 'Definition')
('Baumansicht', 'Baumansicht')
('Anzeige', 'Anzeige')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('wurden', 'sein')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Baumansichtsknoten', 'Baumansichtsknote')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('Knoten', 'Knote')","('ausgewählt', 'VERB')
('verknüpft', 'VERB')
('verwendet', 'VERB')
('muss', 'VERB')
('automatisch', 'ADJ')
('verknüpften', 'ADJ')
('aufnehmen', 'VERB')","('Zwischenknoten', 'Zwischen Knoten')
('Knoten', 'Knoten')
('Sicherungsprojekts', 'Sicherung Projekt')
('Definition', 'Definition')
('Baumansicht', 'Baum Ansicht')
('Nachweis-Items', 'Nachweis Item')
('Nachweis-Items des Projekts', 'Nachweis Item der Projekt')
('Anzeige', 'Anzeige')
('Projekts', 'Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('die Baumansichtsknoten ihrer verknüpften Nachweisarten', 'der Baum Ansicht Knoten ihr verknüpfen Nachweis Art')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierung Modell')
('Nachweisarten', 'Nachweis Art')
('verknüpften Nachweisarten', 'verknüpft Nachweis Art')"
29,"Die OPENCOSS-Plattform muss fähig sein, Berichte über den Nachweisbeleg eines Sicherungsprojekts in Form von HTML-Dateien zu generieren.","('muss', 'muss')
('fähig', 'fähig')
('generieren', 'generieren')
('HTML-Dateien', 'HTML-Datei')
('Form', 'Form')
('Nachweisbeleg', 'Nachweisbeleg')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Berichte', 'Bericht')
('HTML-Dateien', 'HTML-Dateien')","('muss', 'VERB')
('fähig', 'ADJ')
('generieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('HTML-Dateien', 'HTML Datei')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', 'Nachweis Beleg')
('Form', 'Form')
('Berichte über den Nachweisbeleg eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('Berichte', 'Bericht')"
30,"Die OPENCOSS-Plattform muss fähig sein, Berichte über den Nachweisbeleg eines Sicherungsprojekts anhand von Dokumenten in den Formaten PDF, RTF und MS Word zu erstellen.","('muss', 'muss')
('fähig', 'fähig')
('erstellen', 'erstellen')
('Dokumenten', 'Dokument')
('Nachweisbeleg', 'Nachweisbeleg')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('RTF', 'RTF')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Berichte', 'Bericht')
('PDF', 'PDF')
('Word', 'Word')","('muss', 'VERB')
('fähig', 'ADJ')
('erstellen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Dokumenten', 'Dokument')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Formaten PDF, RTF und MS Word', 'Format PDF, RTF und MS Word')
('MS Word', 'MS Word')
('Nachweisbeleg', 'Nachweisbeleg')
('Berichte über den Nachweisbeleg eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('PDF', 'PDF')
('RTF', 'RTF')
('Berichte', 'Bericht')"
31,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Informationen, die in den Berichten über die Nachweisbelege eines Sicherungsprojekts enthalten sein sollen, anzugeben.","('muss', 'muss')
('bieten', 'bieten')
('enthalten', 'enthalten')
('sollen', 'sollen')
('anzugeben', 'angeben')
('Nutzer', 'Nutzer')
('Informationen', 'Information')
('Berichten', 'Bericht')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweisbelege', 'Nachweisbeleg')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweisbelege', 'Nachweisbelege')","('muss', 'VERB')
('bieten', 'VERB')
('enthalten', 'VERB')
('sollen', 'VERB')
('anzugeben', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nutzer', 'Nutzer')
('Nachweisbelege', 'Nachweis Beleg')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Berichten über die Nachweisbelege eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('Berichten', 'Bericht')"
32,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks zwischen den Nachweis-Items eines Sicherungsprojekts zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer', 'Nutzer')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')"
33,Die OPENCOSS-Plattform muss die Informationen der Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts gemäß der CCL speichern.,"('muss', 'muss')
('speichern', 'speichern')
('CCL', 'CCL')
('Informationen', 'Information')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('speichern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Informationen', 'Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('CCL', 'CCL')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Informationen der Nachweisrückverfolgbarkeitslinks', 'Information der Nachweis Rückverfolgbarkeit Link')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')"
34,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für ein Sicherungsprojekt Link-Typen für die Nachweisrückverfolgbarkeitslinks zu definieren.","('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')
('Nutzer', 'Nutzer')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslinktypen', 'Nachweisrückverfolgbarkeitslinktyp')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglichkeit', 'Möglichkeit')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Link-Typen', 'Link-Typ')","('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')","('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinktypen', 'Nachweis Rückverfolgbarkeit Link Typ')"
35,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die in einem anderen Projekt definierten Link-Typen der Nachweisrückverfolgbarkeitslinks in einem Sicherungsprojekt wiederzuverwenden.","('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('definierten', 'definiert')
('wiederzuverwenden', 'wiederverwenden')
('Nutzer', 'Nutzer')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslinktypen', 'Nachweisrückverfolgbarkeitslinktyp')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Projekt', 'Projekt')
('Möglichkeit', 'Möglichkeit')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Link-Typen', 'Link-Typ')","('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('definierten', 'ADJ')
('wiederzuverwenden', 'VERB')","('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinktypen', 'Nachweis Rückverfolgbarkeit Link Typ')
('anderen Projekt', 'ander Projekt')"
36,"Die OPENCOSS-Plattform muss die Nachweis-Items eines Sicherungsprojekts, die die Quelle eines Nachweisrückverfolgbarkeitslinks sind, für die wiederum ein bestimmtes Nachweis-Item das Ziel ist, anzeigen.","('muss', 'muss')
('bestimmtes', 'bestimmt')
('anzeigen', 'anzeigen')
('Nachweis-Item', 'Nachweis-Item')
('Ziel', 'Ziel')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Quelle', 'Quelle')
('Nachweis-Items', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bestimmtes', 'ADJ')
('anzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Quelle', 'Quelle')
('Ziel', 'Ziel')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('bestimmtes Nachweis-Item', 'bestimmt Nachweis Item')"
37,"Die OPENCOSS-Plattform muss die Nachweis-Items eines Sicherungsprojekts, die das Ziel von Nachweisrückverfolgbarkeitslinks sind, für die wiederum ein bestimmtes Nachweis-Item die Quelle ist, anzeigen.","('muss', 'muss')
('bestimmtes', 'bestimmt')
('anzeigen', 'anzeigen')
('Nachweis-Item', 'Nachweis-Item')
('Ziel', 'Ziel')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Quelle', 'Quelle')
('Nachweis-Items', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bestimmtes', 'ADJ')
('anzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('bestimmtes Nachweis-Item', 'bestimmt Nachweis Item')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Ziel von Nachweisrückverfolgbarkeitslinks', 'Ziel von Nachweis Rückverfolgbarkeit Link')
('Quelle', 'Quelle')
('Ziel', 'Ziel')"
38,"Wenn für ein Sicherungsprojekt ein Nachweis-Charakterisieungsmodell ausgewählt wurde und für ein Nachweis-Item des Projekts ein Nachweisrückverfolgbarkeitslink angegeben wurde, muss die OPENCOSS-Plattform die Information, ob der Nachweisrückverfolgbarkeitslink gemäß dem Modell korrekt ist, anzeigen.","('ausgewählt', 'auswählen')
('angegeben', 'angeben')
('muss', 'muss')
('korrekt', 'korrekt')
('anzeigen', 'anzeigen')
('Modell', 'Modell')
('Information', 'Information')
('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweis-Charakterisieungsmodell', 'Nachweis-Charakterisieungsmodell')
('Projekts', 'Projekt')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')","('ausgewählt', 'VERB')
('angegeben', 'VERB')
('muss', 'VERB')
('korrekt', 'ADJ')
('anzeigen', 'VERB')","('Modell', 'Modell')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Sicherungsprojekts', 'Sicherung Projekt')
('Projekts', 'Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', 'Nachweis-Item')
('Nachweis-Item des Projekts', 'Nachweis Item der Projekt')
('Information', 'Information')
('Nachweis-Charakterisieungsmodell', 'Nachweis Charakterisieung Modell')"
39,"Wenn ein Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts gemäß dem für das Projekt gewählten Nachweis-Charakterisierungsmodell nicht korrekt ist, muss die OPENCOSS-Plattform einen solchen Link rot einfärben.","('gewählten', 'gewählt')
('korrekt', 'korrekt')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Projekt', 'Projekt')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('Link', 'Link')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')","('gewählten', 'ADJ')
('korrekt', 'ADJ')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('für das Projekt gewählten Nachweis-Charakterisierungsmodell', 'für der Projekt gewählt Nachweis Charakterisierung Modell')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Projekt', 'Projekt')
('solchen Link', 'solch Link')"
40,"Wenn für ein Sicherungsprojekt ein Nachweis-Charakterisierungmodell zur Spezifikation von Nachweisrückverfolgbarkeitslinks für ein Nachweis-Item des Projekts ausgewählt wurde, muss die OPENCOSS-Plattform mögliche Nachweis-Items, mit denen gemäß dem Modell Nachweisrückverfolgbarkeitslinks spezifiziert werden könnten, anzeigen.","('ausgewählt', 'auswählen')
('muss', 'muss')
('mögliche', 'möglich')
('spezifiziert', 'spezifizieren')
('könnten', 'können')
('anzeigen', 'anzeigen')
('Modell', 'Modell')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Spezifikation', 'Spezifikation')
('Nachweis-Item', 'Nachweis-Item')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Nachweis-Charakterisierungmodell', 'Nachweis-Charakterisierungmodell')
('Projekts', 'Projekt')","('ausgewählt', 'VERB')
('muss', 'VERB')
('mögliche', 'ADJ')
('spezifiziert', 'VERB')
('könnten', 'VERB')
('anzeigen', 'VERB')","('Nachweis-Charakterisierungmodell', 'Nachweis Charakterisierung Modell')
('Projekts', 'Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Spezifikation', 'Spezifikation')
('Sicherungsprojekt', 'Sicherung Projekt')
('Modell', 'Modell')
('Nachweis-Item', 'Nachweis Item')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('mögliche Nachweis-Items', 'möglich Nachweis Item')"
41,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts zu löschen.","('muss', 'muss')
('bieten', 'bieten')
('löschen', 'löschen')
('Nutzer', 'Nutzer')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('löschen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')"
42,"Wenn ein Nutzer einen Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts löschen möchte, muss die OPENCOSS-Plattform eine Bestätigung der Aktion durch den Benutzer verlangen.","('löschen', 'löschen')
('möchte', 'mögen')
('muss', 'muss')
('verlangen', 'verlangen')
('Nutzer', 'Nutzer')
('Benutzer', 'Benutzer')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Aktion', 'Aktion')
('Bestätigung', 'Bestätigung')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')","('löschen', 'VERB')
('möchte', 'VERB')
('muss', 'VERB')
('verlangen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Aktion', ' Aktion')
('Bestätigung', ' Bestätigung')
('Benutzer', ' Benutzer')
('Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')"
43,"Wenn ein Nachweis-Item eines Sicherungsprojekts die Quelle oder das Ziel eines Nachweisrückverfolgbarkeitslinks ist und das Nachweis-Item aus dem Projekt gelöscht wird, muss die OPENCOSS-Plattform auch den Nachweisrückverfolgbarkeitslink aus dem Projekt entfernen.","('gelöscht', 'löschen')
('muss', 'muss')
('entfernen', 'entfernen')
('Nachweis-Item', 'Nachweis-Item')
('wird', 'sein')
('Ziel', 'Ziel')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Quelle', 'Quelle')
('Projekt', 'Projekt')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')","('gelöscht', 'VERB')
('muss', 'VERB')
('entfernen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item eines Sicherungsprojekts ', 'Nachweis Item ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Projekt', ' Projekt')
('Nachweisrückverfolgbarkeitslink', 'Nachweis Rückverfolgbarkeit Link')
('Nachweis-Item', ' Nachweis Item')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Quelle', ' Quelle')
('Ziel', ' Ziel')"
44,"Wenn ein Nachweis-Charakterisierungsmodell für ein Sicherungsprojekt ausgewählt wurde, muss die OPENCOSS-Plattform die erforderlichen fehlenden Links entsprechend dem Modell anzeigen.","('ausgewählt', 'auswählen')
('muss', 'muss')
('erforderlichen', 'erforderlich')
('fehlenden', 'fehlend')
('anzeigen', 'anzeigen')
('Modell', 'Modell')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('Links', 'Link')","('ausgewählt', 'VERB')
('muss', 'VERB')
('erforderlichen', 'ADJ')
('fehlenden', 'ADJ')
('anzeigen', 'VERB')","('Modell', ' Modell')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('erforderlichen fehlenden Links', 'erforderlich fehlend Link')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierungs Modell')"
45,Die OPENCOSS-Plattform muss fähig sein Nachweisrückverfolgbarkeitslinks zwischen den Nachweis-Items eines Sicherungsprojekts mit Hilfe von Rückverfolgbarkeitsmatrizen aufzuzeigen.,"('muss', 'muss')
('fähig', 'fähig')
('aufzuzeigen', 'aufzeigen')
('Hilfe', 'Hilfe')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Rückverfolgbarkeitsmatrizen', 'Rückverfolgbarkeitsmatrize')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('fähig', 'ADJ')
('aufzuzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Hilfe', ' Hilfe')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Rückverfolgbarkeitsmatrizen', 'Rückverfolgbarkeit Matrix')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
46,"Bei der Verwendung von Matrizen zur Darstellung der Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts muss die OPENCOSS-Plattform dem Nutzer die Möglichkeit bieten, Quell- und Zielnachweisarten aus anderen Verlinkungs-Matrizen auszuwählen.","('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('auszuwählen', 'auswählen')
('Nutzer', 'Nutzer')
('Matrizen', 'Matrize')
('Verlinkungs-Matrizen', 'Verlinkungs-Matrize')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Darstellung', 'Darstellung')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Verwendung', 'Verwendung')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Zielnachweisarten', 'Zielnachweisart')","('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('auszuwählen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Darstellung', ' Darstellung')
('Nutzer', ' Nutzer')
('Quell- und Zielnachweisarten', 'Quell und Ziel Nachweis Art')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Verlinkungs-Matrizen', 'Verlinkung Matrix')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('Matrizen', ' Matrix')
('Verwendung', ' Verwendung')"
47,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks in Rückverfolgbarkeitsmatrizen zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer', 'Nutzer')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslink')
('Rückverfolgbarkeitsmatrizen', 'Rückverfolgbarkeitsmatrize')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglichkeit', 'Möglichkeit')","('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Rückverfolgbarkeitsmatrizen', 'Rückverfolgbarkeit Matrix')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')"
48,"Die OPENCOSS-Plattform muss fähig sein, die Beweisketten, zu denen ein Nachweis-Item eines Sicherungsprojekts gehört, anhand von Modellen darzustellen.","('muss', 'muss')
('fähig', 'fähig')
('gehört', 'gehören')
('darzustellen', 'darstellen')
('Nachweis-Item', 'Nachweis-Item')
('Beweisketten', 'Beweiskett')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Modellen', 'Modell')
('Beweisketten', 'Beweiskette')","('muss', 'VERB')
('fähig', 'ADJ')
('gehört', 'VERB')
('darzustellen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Beweisketten', ' Beweiskette')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', ' Nachweis Item')
('Modellen', ' Modell')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
